event-id,visible,timestamp,location-long,location-lat,comments,eobs:temperature,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
1442760,true,2002-04-27 22:04:00.000,38.87065167,-3.78817667,"24.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442761,true,2002-04-28 04:03:00.000,38.929925,-3.800805,"32.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442762,true,2002-04-28 11:03:00.000,38.92913667,-3.80072667,"35.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442763,true,2002-04-28 18:03:00.000,38.93245167,-3.80076167,"32.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442764,true,2002-04-29 01:03:00.000,38.93510667,-3.80006167,"30.69",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442765,true,2002-04-29 08:04:00.000,38.93576167,-3.79967667,"36.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442766,true,2002-04-29 16:03:00.000,38.93766,-3.79953833,"29.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442767,true,2002-04-29 22:03:00.000,38.941715,-3.79895333,"29.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442768,true,2002-04-30 12:03:00.000,38.94081,-3.7843,"34.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442769,true,2002-04-30 19:03:00.000,38.927025,-3.80612,"31.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442770,true,2002-05-01 02:04:00.000,38.96854,-3.833285,"33.75",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442771,true,2002-05-01 09:03:00.000,38.96850333,-3.83393833,"34.69",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442772,true,2002-05-01 16:03:00.000,38.968305,-3.83456833,"33.5",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442773,true,2002-05-01 23:02:00.000,38.96400833,-3.831845,"33.69",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442774,true,2002-05-02 13:04:00.000,38.94022,-3.78441667,"32.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442775,true,2002-05-02 20:03:00.000,38.93944833,-3.786425,"33.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442776,true,2002-05-03 03:03:00.000,38.929425,-3.79931333,"35.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442777,true,2002-05-03 10:04:00.000,38.929525,-3.79924667,"36.44",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442778,true,2002-05-03 17:03:00.000,38.927955,-3.79923333,"33.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442779,true,2002-05-04 00:03:00.000,38.94084833,-3.78453333,"31.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442780,true,2002-05-04 14:03:00.000,38.89106667,-3.786235,"33",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442781,true,2002-05-04 21:03:00.000,38.89812833,-3.79077,"30.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442782,true,2002-05-05 04:04:00.000,38.93491,-3.87698,"35.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442783,true,2002-05-05 11:03:00.000,38.93485333,-3.87709167,"33.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442784,true,2002-05-05 19:03:00.000,38.95076667,-3.80174167,"32.19",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442785,true,2002-05-06 08:03:00.000,38.93952167,-3.82615667,"35.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442786,true,2002-05-06 15:03:00.000,38.93964167,-3.8258,"34.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442787,true,2002-05-07 12:03:00.000,38.90191833,-3.86061,"33.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442788,true,2002-05-07 19:03:00.000,38.88739667,-3.85182667,"31.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442789,true,2002-05-08 02:03:00.000,38.92946333,-3.79961667,"33.75",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442790,true,2002-05-08 17:03:00.000,38.94027167,-3.79353667,"32.88",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442791,true,2002-05-08 23:03:00.000,38.88732833,-3.85227333,"31.88",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442792,true,2002-05-09 13:03:00.000,38.871845,-3.85364,"29.5",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442793,true,2002-05-09 21:03:00.000,38.943955,-3.794645,"32.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442794,true,2002-05-10 03:03:00.000,38.89765667,-3.83986833,"31.44",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442795,true,2002-05-10 10:03:00.000,38.88889833,-3.84641,"36.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442796,true,2002-05-10 17:03:00.000,38.870025,-3.86276833,"29.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442797,true,2002-05-11 00:03:00.000,38.85860167,-3.81106333,"27.19",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442798,true,2002-05-11 07:03:00.000,38.88291333,-3.80013167,"34.88",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442799,true,2002-05-11 14:03:00.000,38.89012,-3.79102,"32.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442800,true,2002-05-11 21:03:00.000,38.91660333,-3.84235667,"27.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442801,true,2002-05-12 04:03:00.000,39.00250167,-3.76275333,"33.94",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442802,true,2002-05-12 11:03:00.000,39.00408,-3.766455,"33.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442803,true,2002-05-12 18:03:00.000,38.971035,-3.72052333,"33.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442804,true,2002-05-13 01:04:00.000,38.96925667,-3.721925,"31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442805,true,2002-05-13 08:04:00.000,38.96916,-3.72183,"37.19",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442806,true,2002-05-13 15:03:00.000,38.96919333,-3.721495,"33.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442807,true,2002-05-13 23:03:00.000,38.96916,-3.721815,"34.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442808,true,2002-05-14 20:03:00.000,38.93092,-3.83525833,"32.81",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442809,true,2002-05-15 03:03:00.000,38.915055,-3.84172,"32.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442810,true,2002-05-15 10:03:00.000,38.914725,-3.84148167,"36.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442811,true,2002-05-15 16:03:00.000,38.91866167,-3.84092667,"32.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442812,true,2002-05-15 23:03:00.000,38.92052667,-3.834145,"31.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442813,true,2002-05-16 07:04:00.000,38.90008333,-3.82810167,"36.81",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442814,true,2002-05-16 14:03:00.000,38.90887833,-3.83243833,"31.75",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442815,true,2002-05-16 21:03:00.000,38.90911,-3.83235333,"31.69",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442816,true,2002-05-17 03:03:00.000,38.890945,-3.82019333,"33.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442817,true,2002-05-17 10:03:00.000,38.88229333,-3.82937833,"35.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442818,true,2002-05-17 17:03:00.000,38.89235167,-3.83599667,"28.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442819,true,2002-05-18 00:03:00.000,38.95426167,-3.80822833,"27.19",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442820,true,2002-05-18 07:03:00.000,38.94308667,-3.80175,"35.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442821,true,2002-05-18 14:03:00.000,38.9431,-3.80166,"33.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442822,true,2002-05-18 21:03:00.000,38.92769167,-3.801265,"30.69",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442823,true,2002-05-19 12:03:00.000,38.88101,-3.834125,"31.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442824,true,2002-05-19 18:03:00.000,38.89550833,-3.85198,"27.19",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442825,true,2002-05-20 01:04:00.000,38.87370833,-3.83884,"31.94",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442826,true,2002-05-20 08:03:00.000,38.944995,-3.81903333,"31.75",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442827,true,2002-05-20 15:03:00.000,38.95025167,-3.80272833,"34.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442828,true,2002-05-21 05:03:00.000,38.87623833,-3.83816167,"33.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442829,true,2002-05-21 12:03:00.000,38.87411833,-3.83600333,"33.63",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442830,true,2002-05-21 20:03:00.000,38.88404833,-3.83134833,"28.88",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442831,true,2002-05-22 02:03:00.000,38.91051,-3.80834667,"31.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442832,true,2002-05-22 16:03:00.000,38.93991333,-3.82267833,"30.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442833,true,2002-05-22 23:03:00.000,38.87754167,-3.78003,"26.69",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442834,true,2002-05-23 06:03:00.000,38.886715,-3.78176167,"34.81",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442835,true,2002-05-23 13:03:00.000,38.916965,-3.80158167,"28",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442836,true,2002-05-23 20:03:00.000,38.924085,-3.80130167,"31.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442837,true,2002-05-24 03:03:00.000,38.93635333,-3.81522667,"33.44",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442838,true,2002-05-24 11:03:00.000,38.93388,-3.81707333,"33.75",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442839,true,2002-05-25 00:03:00.000,38.93685667,-3.81544167,"32.44",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442840,true,2002-05-25 14:03:00.000,38.936905,-3.81732,"32",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442841,true,2002-05-25 21:03:00.000,38.94016167,-3.82124,"33.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442842,true,2002-05-26 11:03:00.000,38.949785,-3.80407333,"32.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442843,true,2002-05-26 18:02:00.000,38.94966833,-3.80373333,"33.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442844,true,2002-05-27 01:03:00.000,38.895865,-3.79732833,"31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442845,true,2002-05-27 08:03:00.000,38.88155167,-3.78361333,"31.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442846,true,2002-05-27 15:03:00.000,38.88719333,-3.78675833,"32.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442847,true,2002-05-27 23:03:00.000,38.87726,-3.820245,"24.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442848,true,2002-05-28 13:02:00.000,38.87444667,-3.844835,"31.75",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442849,true,2002-05-28 19:03:00.000,38.91266167,-3.84725833,"25.88",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442850,true,2002-05-29 02:03:00.000,38.93294667,-3.85980333,"29.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442851,true,2002-05-29 09:03:00.000,38.93103,-3.85968333,"34.94",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442852,true,2002-05-29 16:03:00.000,38.93832333,-3.82141667,"33.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442853,true,2002-05-29 23:03:00.000,38.89427333,-3.85251333,"27.69",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442854,true,2002-05-30 13:03:00.000,38.880565,-3.83522667,"30.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442855,true,2002-05-30 20:03:00.000,38.89066667,-3.79966167,"27.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442856,true,2002-05-31 03:03:00.000,38.93807333,-3.82342333,"32.88",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442857,true,2002-05-31 10:03:00.000,38.93756333,-3.82357333,"36.75",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442858,true,2002-05-31 17:03:00.000,38.96420333,-3.80954,"29.94",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442859,true,2002-06-01 00:03:00.000,38.97156167,-3.79057167,"31.5",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442860,true,2002-06-01 07:03:00.000,38.97237167,-3.786425,"35.5",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442861,true,2002-06-01 14:03:00.000,38.97061,-3.78767167,"32.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442862,true,2002-06-01 21:03:00.000,38.93057,-3.76852667,"26.63",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442863,true,2002-06-02 04:04:00.000,38.93317833,-3.823805,"34.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442864,true,2002-06-02 11:03:00.000,38.93290333,-3.82346167,"34.88",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442865,true,2002-06-02 18:03:00.000,38.91010167,-3.80803167,"30.44",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442866,true,2002-06-03 01:03:00.000,38.95005167,-3.785005,"33.19",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442867,true,2002-06-03 16:04:00.000,38.95159333,-3.78455,"33.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442868,true,2002-06-04 05:04:00.000,38.95338833,-3.78574333,"32.88",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442869,true,2002-06-04 19:04:00.000,38.93842833,-3.82243833,"32.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442870,true,2002-06-05 02:03:00.000,38.934895,-3.85902167,"32.69",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442871,true,2002-06-05 09:03:00.000,38.93454,-3.85871667,"35.19",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442872,true,2002-06-05 17:04:00.000,38.93485,-3.85882,"31.81",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442873,true,2002-06-06 00:03:00.000,38.93488,-3.85842667,"31.5",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442874,true,2002-06-06 13:04:00.000,38.93483667,-3.858935,"29.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442875,true,2002-06-06 20:03:00.000,38.93132833,-3.85345333,"26.75",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442876,true,2002-06-07 04:03:00.000,38.91988333,-3.850105,"33",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442877,true,2002-06-07 11:03:00.000,38.91826833,-3.85027,"35.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442878,true,2002-06-07 17:03:00.000,38.88732167,-3.85243667,"31.19",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442879,true,2002-06-08 00:03:00.000,38.892175,-3.78743,"27.56",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442880,true,2002-06-08 14:03:00.000,38.89681833,-3.77627333,"30.5",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442881,true,2002-06-08 21:03:00.000,38.92145333,-3.73341333,"31.75",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442882,true,2002-06-09 05:03:00.000,38.95541333,-3.80047,"34.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442883,true,2002-06-09 11:03:00.000,38.95571667,-3.80029,"34.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442884,true,2002-06-09 18:03:00.000,38.95545,-3.80018167,"34.94",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442885,true,2002-06-10 01:03:00.000,38.95556667,-3.80030167,"29.75",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442886,true,2002-06-10 08:03:00.000,38.95562833,-3.80031,"34.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442887,true,2002-06-10 15:03:00.000,38.95564,-3.80034667,"31.88",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442888,true,2002-06-10 22:03:00.000,38.95555833,-3.80031667,"28.88",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442889,true,2002-06-11 05:03:00.000,38.955625,-3.79993667,"33.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442890,true,2002-06-11 12:03:00.000,38.95602333,-3.800315,"33.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442891,true,2002-06-11 19:03:00.000,38.95556167,-3.80014333,"34.5",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442892,true,2002-06-12 02:03:00.000,38.95511,-3.80021667,"32.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442893,true,2002-06-12 09:03:00.000,38.95549,-3.80009833,"35.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442894,true,2002-06-12 16:03:00.000,38.95542333,-3.79999833,"31.81",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442895,true,2002-06-12 23:03:00.000,38.93149167,-3.808465,"30.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442896,true,2002-06-13 06:03:00.000,38.92937167,-3.79699833,"34.63",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442897,true,2002-06-13 20:03:00.000,38.92781167,-3.79920833,"30.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442898,true,2002-06-14 04:03:00.000,38.92663333,-3.83250833,"33.19",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442899,true,2002-06-14 18:03:00.000,38.88758167,-3.85036833,"29.81",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442900,true,2002-06-15 00:03:00.000,38.90048333,-3.81198167,"29",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442901,true,2002-06-15 08:03:00.000,38.89214,-3.80587833,"38.94",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442902,true,2002-06-15 14:03:00.000,38.89089833,-3.800295,"32.5",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442903,true,2002-06-15 21:03:00.000,38.87080333,-3.78967333,"24.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442904,true,2002-06-16 05:03:00.000,38.88881333,-3.84639833,"34.75",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442905,true,2002-06-16 11:03:00.000,38.88869,-3.84665833,"34.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442906,true,2002-06-16 19:03:00.000,38.91068,-3.83760667,"27.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442907,true,2002-06-17 01:03:00.000,38.89184,-3.81185167,"26.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442908,true,2002-06-17 09:03:00.000,38.89557167,-3.800535,"33.19",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442909,true,2002-06-17 15:03:00.000,38.89291167,-3.785995,"31.63",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442910,true,2002-06-17 22:03:00.000,38.941925,-3.79181667,"25.81",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442911,true,2002-06-18 06:03:00.000,38.96446833,-3.82470167,"34.94",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442912,true,2002-06-18 12:03:00.000,38.96574,-3.82538,"32.81",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442913,true,2002-06-18 20:03:00.000,38.99106833,-3.81580667,"31.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442914,true,2002-06-19 02:03:00.000,38.97199833,-3.82497,"27.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442915,true,2002-06-19 16:03:00.000,38.96997833,-3.85418667,"28.19",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442916,true,2002-06-19 23:03:00.000,38.94657667,-3.872565,"30.94",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442917,true,2002-06-20 07:03:00.000,38.92484833,-3.87257333,"34.88",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442918,true,2002-06-20 13:03:00.000,38.92398833,-3.87474,"33.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442919,true,2002-06-20 20:03:00.000,38.92265,-3.87676667,"32.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442920,true,2002-06-21 04:03:00.000,38.92287167,-3.87675,"33",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442921,true,2002-06-21 17:03:00.000,38.92261833,-3.87687,"25.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442922,true,2002-06-22 00:04:00.000,38.92270167,-3.87681667,"32.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442923,true,2002-06-22 08:03:00.000,38.92256667,-3.87711,"36.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442924,true,2002-06-22 15:03:00.000,38.92264833,-3.87715333,"33.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442925,true,2002-06-22 22:03:00.000,38.92227833,-3.87771667,"31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442926,true,2002-06-23 04:03:00.000,38.92339,-3.87445833,"33",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442927,true,2002-06-23 12:03:00.000,38.92302,-3.87746167,"30.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442928,true,2002-06-23 18:03:00.000,38.92260667,-3.87726333,"29.63",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442929,true,2002-06-24 01:04:00.000,38.88954167,-3.836955,"31.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442930,true,2002-06-24 09:03:00.000,38.89007333,-3.83747833,"34.75",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442931,true,2002-06-24 15:03:00.000,38.88600667,-3.84998667,"28.69",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442932,true,2002-06-24 22:03:00.000,38.88739833,-3.85067167,"30.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442933,true,2002-06-25 05:03:00.000,38.87436333,-3.84044167,"34",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442934,true,2002-06-25 12:03:00.000,38.87395833,-3.84015667,"33.75",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442935,true,2002-06-25 19:03:00.000,38.87378167,-3.84007167,"31.69",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442936,true,2002-06-26 16:03:00.000,38.884605,-3.82870667,"33.44",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442937,true,2002-06-26 23:03:00.000,38.88885667,-3.84834833,"30",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442938,true,2002-06-27 06:03:00.000,38.89556167,-3.82038833,"34.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442939,true,2002-06-27 13:03:00.000,38.89574333,-3.82064,"32.25",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442940,true,2002-06-27 20:03:00.000,38.89971,-3.81163,"29.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442941,true,2002-06-28 03:03:00.000,38.92122,-3.79648167,"32.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442942,true,2002-06-28 17:03:00.000,38.96068333,-3.77404,"31.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442943,true,2002-06-29 00:03:00.000,38.870925,-3.77894,"26.5",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442944,true,2002-06-29 08:03:00.000,38.88593833,-3.80472,"34.13",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442945,true,2002-06-29 14:03:00.000,38.87933833,-3.83214833,"29.06",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442946,true,2002-06-29 21:03:00.000,38.88822,-3.84847667,"31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442947,true,2002-06-30 04:03:00.000,38.88459,-3.84705167,"35.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442948,true,2002-06-30 11:03:00.000,38.88427667,-3.84796333,"35",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442949,true,2002-06-30 18:03:00.000,38.88095,-3.833985,"29.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442950,true,2002-07-01 01:03:00.000,38.8722,-3.835835,"28.88",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442951,true,2002-07-01 08:03:00.000,38.86703,-3.84677333,"34.44",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442952,true,2002-07-01 22:03:00.000,38.89281667,-3.757215,"27.31",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442953,true,2002-07-02 05:03:00.000,38.92025167,-3.74747333,"33.5",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
1442954,true,2002-07-02 12:03:00.000,38.92024333,-3.74756167,"32.38",,"gps","Panthera leo","#346658","Romeo","Tsavo Lion Study"
